File,AvgMeanCurvature,ComputeArea,Volume,ShapeIndex,Curvedness,FractalDimension
29,1.0258893,22.49069,8.5402155,0.58498454,0.48383132,2.12953157227
30,0.07486964,10608.635,49513.773,0.42249414,0.032997195,2.12462534936
31,0.08602578,6751.364,24476.793,0.38521346,0.03871181,2.09100801872
32,0.09868253,8109.797,25915.74,0.35883847,0.041334655,2.08654109928
33,0.11039223,8169.3467,16608.992,0.27955315,0.04612124,2.08930781809
34,0.176255,5947.4717,6905.4243,0.26833776,0.07009103,2.09312053486
35,0.07622517,6180.73,27953.135,0.36837235,0.043296516,2.09918836219
36,0.07048387,9439.823,45564.37,0.3928057,0.03241144,2.0886282271
37,0.08001687,9636.423,39130.457,0.4135394,0.03178309,2.0855056278
38,0.08199447,8535.426,32563.12,0.36487746,0.034156132,2.08588853299
39,0.123971105,13326.384,30121.91,0.28892884,0.040261526,2.08123013524
40,0.109557904,8108.0005,15669.475,0.27433234,0.05552997,2.07698485092
41,0.13656177,9657.434,21036.557,0.32477725,0.04850222,2.09956085266
42,0.13636579,10182.069,21424.043,0.33077672,0.047969095,2.07822146837
43,0.13415545,7827.5664,11852.957,0.26820707,0.064089134,2.08336523168
44,0.13252611,5699.2744,8218.938,0.2694711,0.06974626,2.07382630177
45,0.5637251,108.28117,66.29756,0.3528629,0.38507834,2.12496306279
46,0.12094277,15937.961,36830.652,0.32357687,0.041148853,2.09333539098
47,0.105334826,5761.213,15402.062,0.3276214,0.05638882,2.08756949723
48,0.08199687,14364.09,51691.44,0.37262014,0.030814493,2.0908506992
49,0.089190245,14013.9375,37813.88,0.29382205,0.03312594,2.08379323811
50,0.63386256,8697.465,12859.699,0.35723388,0.50282204,2.17660767066
51,0.089900635,6889.195,24824.814,0.34984002,0.048817325,2.0758878271
52,0.074347645,14806.048,57135.06,0.36443868,0.03513584,2.1042409213
53,0.3307073,325.8319,331.5528,0.26030388,0.31362107,2.12522315467
54,0.074933775,10481.308,37570.68,0.33765328,0.044969726,2.09947467376
55,0.07914913,12323.387,46321.16,0.31241593,0.035888232,2.08873744396
56,0.095684245,8383.102,24261.717,0.34143358,0.040669885,2.07880129963
57,0.111967295,6136.59,13785.842,0.31421125,0.073897205,2.11873041629
58,0.113431,6769.6655,15255.258,0.31033498,0.06314831,2.09339086947
59,0.090578884,8960.606,29066.861,0.33263505,0.0392764,2.07960673802
60,0.10163892,8371.416,22069.986,0.36531588,0.038005877,2.08516423612
61,0.12716202,9959.704,22029.994,0.29924372,0.051619567,2.11105245577
62,0.1403829,6684.0894,11638.423,0.30215046,0.075007625,2.07655787365
63,0.14731565,12507.494,24261.365,0.3091397,0.048254475,2.07324664061
64,0.33788955,380.0736,365.08813,0.24921331,0.319178,2.09056233422
65,0.34788793,423.25272,413.47717,0.35120475,0.24213353,2.08408394951
66,-0.02661706,6109.4336,8880.368,0.3105176,0.5401326,2.14064471349
67,0.08864946,6529.243,25256.049,0.37903553,0.04334258,2.10387285223
68,0.09265845,12674.875,43154.93,0.3403051,0.036365103,2.08644770096
69,0.08718174,9411.019,31639.105,0.36435714,0.04352163,2.07926533461
70,0.11902119,13827.825,41551.47,0.3347745,0.039734393,2.09227207364
71,0.10894013,14003.333,28745.148,0.2807296,0.03626984,2.08655465116
72,0.23131892,6410.5156,8708.303,0.33762372,0.08126798,2.12050727127
73,0.084436476,15289.786,50512.77,0.3468083,0.031437285,2.09257080067
74,0.30264208,5350.744,6852.27,0.43203142,0.0898968,2.15928571315
75,0.113960825,9122.625,17827.377,0.26652926,0.051343013,2.0740860653
76,0.097990446,9507.476,25109.295,0.31289828,0.039652985,2.0939380273
77,0.18459259,4086.3289,6054.936,0.345231,0.09160235,2.10470424557
78,0.11742303,14204.0625,28344.174,0.27657607,0.039530348,2.07920577063
79,0.1321589,13318.229,27442.738,0.30986065,0.040926237,2.08222483574
80,0.07718594,8140.757,36137.227,0.35323992,0.059199594,2.1183380099
81,0.081991315,8017.8,30504.662,0.42850718,0.038249094,2.09651892787
82,0.07686927,6788.8193,26976.695,0.3889617,0.03620949,2.0900726521
83,0.082021795,6017.5234,23639.883,0.41504058,0.03618038,2.0919768137
84,0.08846229,6507.862,24326.982,0.4540078,0.035743102,2.09460422401
85,0.29452252,1229.527,1457.869,0.41189066,0.14250895,2.17810995667
86,0.10320411,10179.855,25354.564,0.32752466,0.038552344,2.08681814534
87,0.13211602,12959.273,22136.201,0.2755114,0.04175939,2.06984512067
88,0.37016743,4939.143,5654.9434,0.40054238,0.24840371,2.09346184512
